0
0.4519594;51110084608
0.4519607;51539607552
0.4519619;51969130496
0.4519644;52398587904
0.4519667;52828110848
0.4519677;53257568256
0.451969;53687091200
0.4519702;54116614144
0.4519714;54546071552
0.4519721;54975594496
0.4519733;55405051904
0.4519739;55834574848
0.4519742;56264097792
0.4520003;56693555200
0.4520019;57123078144
0.452002;57552601088
0.4520024;57982058496
0.4520032;58411581440
0.4520034;58841038848
0.4520042;59270561792
0.4520046;59700084736
0.4520055;60129542144
0.4520301;60559065088
0.4520324;60988522496
0.4520361;61418045440
0.4520363;61847568384
0.4607603;62277025792
0.4607663;62706548736
0.4607833;63136071680
0.4608012;63565529088
0.4608192;63995052032
0.4608355;64424509440
0.490761;64854032384
0.563944;65283555328
0.5639603;65713012736
0.5639775;66142535680
0.5639949;66571993088
0.5640119;67001516032
0.5640301;67431038976
0.5640467;67860496384
0.564064;68290019328
0.5640816;68719542272
0.5640992;69148999680
0.5641174;69578522624
0.5641344;70007980032
0.5641524;70437502976
0.5641703;70867025920
0.5641885;71296483328
0.5642064;71726006272
0.5642238;72155463680
0.5642403;72584986624
0.5642582;73014509568
0.564276;73443966976
0.5642938;73873489920
0.5643116;74302947328
0.5643297;74732470272
0.5643473;75161993216
0.5643654;75591450624
0.5643823;76020973568
0.5643997;76450496512
0.5644153;76879953920
0.5644333;77309476864
0.5644509;77738934272
0.5644683;78168457216
0.564486;78597980160
0.5645044;79027437568
0.5645204;79456960512
0.5645367;79886417920
0.5645546;80315940864
0.5645726;80745463808
0.5645915;81174921216
0.5646134;81604444160
0.5646414;82033967104
0.5646648;82463424512
0.6610023;82892947456
0.6910328;83322404864
0.7068201;83751927808
0.7177356;84181450752
0.7247288;84610908160
0.7268965;85040431104
0.7299158;85469888512
0.7447003;85899411456
0.7447003;86328934400
0.7447003;86758391808
0.7447003;87187914752
0.7447003;87617437696
0.7447003;88046895104
0.7447003;88476418048
0.7447003;88905875456
0.7447003;89335398400
0.7447003;89764921344
0.7447003;90194378752
0.7447003;90623901696
0.7447003;91053359104
0.7447003;91482882048
0.7447003;91912404992
0.7447003;92341862400
0.7447003;92771385344
0.7447003;93200842752
0.7447003;93630365696
0.7447003;94059888640
0.7447003;94489346048
0.7447003;94918868992
0.7447003;95348391936
0.7447003;95777849344
0.7447003;96207372288
0.7447003;96636829696
0.7447003;97066352640
0.7447003;97495875584
0.7447003;97925332992
0.7447003;98354855936
0.7447003;98784313344
0.7447003;99213836288
0.7447003;99643359232
0.7447003;100072816640
0.7447003;100502339584
0.7447003;100931862528
0.7447003;101361319936
0.7447003;101790842880
0.7447003;102220300288
0.7447003;102649823232
0.7447003;103079346176
0.7447003;103508803584
0.7447003;103938326528
0.7447003;104367783936
0.7447003;104797306880
0.7447003;105226829824
0.7447003;105656287232
0.7447003;106085810176
0.7447003;106515267584
0.7447003;106944790528
0.7447003;107374313472
0.7447003;107803770880
0.7447003;108233293824
0.7447003;108662751232
0.7447003;109092274176
0.7447003;109521731584
0.7447003;109951254528
0.7447003;110380711936
0.7447003;110810234880
0.7447003;111239692288
0.7447003;111669215232
0.7447003;112098672640
0.7447003;112528195584
0.7447003;112957652992
0.7447003;113387175936
0.7447003;113816633344
0.7447003;114246156288
0.7447003;114675613696
0.7447003;115105136640
0.7447003;115534659584
0.7447003;115964116992
0.7447003;116393639936
0.7447003;116823097344
0.7447003;117252620288
0.7447003;117682077696
0.7447003;118111600640
0.7447003;118541058048
0.7447003;118970580992
0.7447003;119400038400
0.7447003;119829561344
0.7447003;120259018752
0.7447003;120688541696
0.7447003;121117999104
0.7447003;121547522048
0.7447003;121976979456
0.7447003;122406502400
0.7447003;122835959808
0.7447003;123265482752
0.7447003;123694940160
0.7447003;124124463104
0.7447003;124553920512
0.7447003;124983443456
0.7447003;125412900864
0.7447003;125842423808
0.7447003;126271881216
0.7447003;126701404160
0.7447003;127130861568
0.7447003;127560384512
0.7447003;127989841920
0.7447003;128419364864
0.7447003;128848822272
0.7447003;129278345216
0.7447003;129707868160
0.7447003;130137325568
0.7447003;130566848512
0.7447003;130996305920
0.7447003;131425828864
0.7447003;131855286272
0.7447003;132284809216
0.7447003;132714266624
0.7447003;133143789568
0.7447003;133573246976
0.7447003;134002769920
0.7447003;134432227328
0.7447003;134861750272
0.7447003;135291207680
0.7447003;135720730624
0.7447003;136150188032
0.7447003;136579710976
0.7447003;137009168384
0.7447003;137438691328
0.7447003;137868148736
0.7447003;138297671680
0.7447003;138727129088
0.7447003;139156652032
0.7447003;139586109440
0.7447003;140015632384
0.7447003;140445089792
0.7447003;140874612736
0.7447003;141304135680
0.7447003;141733593088
0.7447003;142163116032
0.7447003;142592573440
0.7447003;143022096384
0.7447003;143451553792
0.7447003;143881076736
0.7447003;144310534144
0.7447003;144740057088
0.7447003;145169514496
0.7447003;145599037440
0.7447003;146028494848
0.7447003;146458017792
0.7447003;146887475200
0.7447003;147316998144
0.7447003;147746455552
0.7447003;148175978496
0.7447003;148605435904
0.7447003;149034958848
0.7447003;149464416256
0.7447003;149893939200
0.7447003;150323396608
0.7447003;150752919552
0.7447003;151182376960
0.7447003;151611899904
0.7447003;152041357312
0.7447003;152470880256
0.7447003;152900337664
0.7447003;153329860608
0.7447003;153759318016
0.7447003;154188840960
0.7447003;154618298368
0.7447003;155047821312
0.7447003;155477344256
0.7447003;155906801664
0.7447003;156336324608
0.7447003;156765782016
0.7447003;157195304960
0.7447003;157624762368
0.7447003;158054285312
0.7447003;158483742720
0.7447003;158913265664
0.7447003;159342723072
0.7447003;159772246016
0.7447003;160201703424
0.7447003;160631226368
0.7447003;161060683776
0.7447003;161490206720
0.7447003;161919664128
0.7447003;162349187072
0.7447003;162778644480
0.7447003;163208167424
0.7447003;163637624832
0.7447003;164067147776
0.7447003;164496605184
0.7447003;164926128128
0.7447003;165355585536
0.7447003;165785108480
0.7447003;166214565888
0.7447003;166644088832
0.7447003;167073546240
0.7447003;167503069184
0.7447003;167932526592
0.7447003;168362049536
0.7447003;168791572480
0.7447003;169221029888
0.7447003;169650552832
0.7447003;170080010240
0.7447003;170509533184
0.7447003;170938990592
0.7447003;171368513536
0.7447003;171797970944
0.7447003;172227493888
0.7447003;172656951296
0.7447003;173086474240
0.7447003;173515931648
0.7447003;173945454592
0.7447003;174374912000
0.7447003;174804434944
0.7447003;175233892352
0.7447003;175663415296
0.7447003;176092872704
0.7447003;176522395648
0.7447003;176951853056
0.7447003;177381376000
0.7447003;177810833408
0.7447003;178240356352
0.7447003;178669813760
0.7447003;179099336704
0.7447003;179528794112
0.7447003;179958317056
0.7447003;180387774464
0.7447003;180817297408
0.7447003;181246754816
0.7447003;181676277760
0.7447003;182105735168
0.7447003;182535258112
0.7447003;182964781056
0.7447003;183394238464
0.7447003;183823761408
0.7447003;184253218816
0.7447003;184682741760
0.7447003;185112199168
0.7447003;185541722112
0.7447003;185971179520
0.7447003;186400702464
0.7447003;186830159872
0.7447003;187259682816
0.7447003;187689140224
0.7447003;188118663168
0.7447003;188548120576
0.7447003;188977643520
0.7447003;189407100928
0.7447003;189836623872
0.7447003;190266081280
0.7447003;190695604224
0.7447003;191125061632
0.7447003;191554584576
0.7447003;191984041984
0.7447003;192413564928
0.7447003;192843022336
0.7447003;193272545280
0.7447003;193702002688
0.7447003;194131525632
0.7447003;194560983040
0.7447003;194990505984
0.7447003;195419963392
0.7447003;195849486336
0.7447003;196279009280
0.7447003;196708466688
0.7447003;197137989632
0.7447003;197567447040
0.7447003;197996969984
0.7447003;198426427392
0.7447003;198855950336
0.7447003;199285407744
0.7447003;199714930688
0.7447003;200144388096
0.7447003;200573911040
0.7447003;201003368448
0.7447003;201432891392
0.7447003;201862348800
0.7447003;202291871744
0.7447003;202721329152
0.7447003;203150852096
0.7447003;203580309504
0.7447003;204009832448
0.7447003;204439289856
0.7447003;204868812800
0.7447003;205298270208
0.7447003;205727793152
0.7447003;206157250560
0.7447003;206586773504
0.7447003;207016230912
0.7447003;207445753856
0.7447003;207875211264
0.7447003;208304734208
0.7447003;208734191616
0.7447003;209163714560
0.7447003;209593171968
0.7447003;210022694912
0.7447003;210452217856
0.7447003;210881675264
0.7447003;211311198208
0.7447003;211740655616
0.7447003;212170178560
0.7447003;212599635968
0.7447003;213029158912
0.7447003;213458616320
0.7447003;213888139264
0.7447003;214317596672
0.7447003;214747119616
0.7447003;215176577024
